#map
00000000000000000000
00000000000000000000
00000000000000000000
00000000000000000000
00000000000000000000
00000000000;;0;;0000
000000000;00;;;;0000
000000;00000;;00;000
@@@@@;@@@@;@;@;@@;00
0000;00000;;00;;0;00
000000000;;;000;0000
000000000;00;00;;;00
00000;0;00;;0;;;0;00
0000000;0000;;;00;00
00000;00;0;00000;;00
0000000000;0000;;000
000000;000;;;;;;0000
0000000;0000;0000000
00000000;;;000000000
00000000000000000000
#objects
player,30.0,419.90002
bot,13.0,294.80002,0.0,400.0,1,Beretta,64
bot,120.0,294.80002,0.0,400.0,1,Beretta,64
bot,222.0,293.00003,0.0,400.0,1,Beretta,64
nextlevel,626.0,56.30005,32.0,32.0
item,104.0,428.90002,MP5,173
bot,79.0,199.40002,0.0,400.0,100,Beretta,64
bot,174.0,173.30002,0.0,400.0,100,Beretta,64
bot,365.0,167.90002,0.0,400.0,100,Beretta,64
bot,427.0,210.20001,0.0,400.0,100,Beretta,64
bot,361.0,282.2,0.0,400.0,100,Beretta,64
bot,289.0,267.80002,0.0,400.0,100,Beretta,64
bot,296.0,146.30005,0.0,400.0,100,Beretta,64
bot,204.0,116.60004,0.0,400.0,100,Beretta,64
bot,79.0,149.0,0.0,400.0,100,Beretta,64
bot,198.0,257.90002,0.0,400.0,100,Beretta,64
bot,311.0,222.80002,0.0,400.0,100,Beretta,64
bot,389.0,113.0,0.0,400.0,100,Beretta,64
bot,521.0,158.0,0.0,400.0,100,Beretta,64
bot,487.0,287.6,0.0,400.0,100,Beretta,64
bot,417.0,311.90002,0.0,400.0,100,Beretta,64
item,220.0,411.80002,Medkit,0
item,229.0,468.5,Medkit,0
item,350.0,455.0,Medkit,0
item,461.0,419.0,Medkit,0
item,375.0,395.6,Medkit,0
item,301.0,404.6,Medkit,0
item,273.0,457.7,Medkit,0
item,369.0,442.40002,Medkit,0
item,419.0,434.30002,Medkit,0
item,372.0,483.8,Medkit,0
item,308.0,476.59998,Medkit,0
item,262.0,443.30002,Medkit,0
item,409.0,424.40002,Medkit,0
item,467.0,407.30002,Medkit,0
item,453.0,464.90002,Medkit,0
item,429.0,476.59998,Medkit,0
item,418.0,441.5,Medkit,0
item,456.0,399.2,Medkit,0
item,411.0,392.0,Medkit,0
item,460.0,453.2,Medkit,0
item,490.0,468.5,Medkit,0
item,518.0,452.30002,Medkit,0
item,508.0,435.2,Medkit,0
item,518.0,399.2,Medkit,0
item,519.0,398.30002,Medkit,0
item,541.0,396.5,Medkit,0
item,550.0,370.40002,Medkit,0
item,549.0,330.80002,Medkit,0
item,558.0,330.80002,Medkit,0
item,550.0,356.00003,Medkit,0
item,541.0,381.2,Medkit,0
item,520.0,422.6,Medkit,0
item,501.0,452.30002,Medkit,0
item,554.0,454.1,Medkit,0
barrel,49.0,99.5,2
barrel,20.0,144.5,2
barrel,59.0,225.50003,2
barrel,130.0,272.30002,2
barrel,292.0,197.60004,2
barrel,185.0,214.70001,2
barrel,411.0,194.00003,2
barrel,212.0,112.10004,2
barrel,415.0,95.900024,2
barrel,82.0,125.60004,2
barrel,318.0,125.60004,2
barrel,208.0,187.70001,2
barrel,421.0,257.90002,2
barrel,284.0,194.00003,2
barrel,440.0,285.80002,2
barrel,245.0,275.90002,2
barrel,513.0,251.6,2
barrel,316.0,314.6,2
barrel,516.0,258.80002,2
barrel,212.0,298.40002,2
barrel,409.0,267.80002,2
barrel,49.0,275.00003,2
barrel,340.0,251.6,2
barrel,538.0,129.20001,1
barrel,163.0,130.10004,1
barrel,520.0,90.5,1
barrel,227.0,71.60004,1
barrel,446.0,172.40002,1
barrel,99.0,129.20001,1
barrel,390.0,187.70001,1
barrel,104.0,185.00003,1
barrel,298.0,124.70001,1
barrel,196.0,195.80002,1
barrel,414.0,87.80005,1
barrel,528.0,68.0,0
barrel,117.0,67.10004,0
barrel,437.0,68.900024,0
barrel,185.0,114.80005,0
barrel,333.0,95.0,0
barrel,169.0,163.40002,0
barrel,324.0,186.80002,0
barrel,74.0,212.00003,0
barrel,425.0,217.40002,0
barrel,186.0,221.00003,0
barrel,367.0,248.90002,0
barrel,272.0,253.40002,0
barrel,471.0,432.5,2
barrel,95.0,405.5,2
barrel,431.0,440.6,2
barrel,117.0,392.0,2
barrel,377.0,426.2,2
barrel,155.0,401.0,2
barrel,353.0,419.0,2
barrel,211.0,314.6,2
barrel,318.0,373.1,2
barrel,126.0,328.1,2
barrel,321.0,372.2,2
barrel,49.0,373.1,2
barrel,384.0,401.0,2
barrel,141.0,418.1,2
barrel,458.0,417.2,2
barrel,242.0,403.7,2
barrel,471.0,415.40002,2
barrel,224.0,409.1,2
barrel,492.0,481.09998,2
barrel,63.0,449.6,2
barrel,467.0,496.40002,2
barrel,47.0,460.40002,2
barrel,372.0,468.5,2
barrel,174.0,419.90002,2
barrel,317.0,437.0,2
barrel,101.0,388.40002,2
barrel,298.0,388.40002,2
barrel,59.0,349.7,2
barrel,315.0,368.6,2
barrel,325.0,385.7,2
barrel,95.0,384.80002,2
barrel,274.0,365.0,2
barrel,160.0,373.1,2
barrel,422.0,368.6,2
barrel,16.0,392.0,2
barrel,452.0,355.1,2
barrel,115.0,294.80002,2
barrel,377.0,280.40002,2
barrel,181.0,237.20001,2
barrel,310.0,302.90002,2
barrel,212.0,240.80002,2
barrel,363.0,290.30002,2
barrel,275.0,120.20001,2
barrel,393.0,154.40002,2
barrel,303.0,83.30005,2
barrel,447.0,170.60004,2
barrel,274.0,99.5,2
barrel,431.0,359.6,2
barrel,423.0,345.2,2
barrel,530.0,356.00003,2
barrel,485.0,340.7,2
barrel,518.0,349.7,2
barrel,542.0,373.1,2
barrel,533.0,402.80002,2
barrel,493.0,410.0,2
barrel,484.0,383.0,2
barrel,540.0,371.30002,2
barrel,525.0,320.00003,2
barrel,510.0,319.1,2
barrel,535.0,304.7,2
barrel,527.0,277.7,2
item,44.0,454.1,Bazooka,0
item,11.0,463.1,Bazooka,9
box,153.0,473.0
box,161.0,441.5
box,318.0,404.6
box,178.0,426.2
box,337.0,426.2
box,189.0,383.90002
box,276.0,408.2
box,142.0,339.80002
box,274.0,410.0
box,102.0,284.90002
box,318.0,250.70001
box,145.0,304.7
box,351.0,283.1
box,213.0,312.80002
box,306.0,321.80002
box,202.0,333.50003
box,271.0,330.80002
box,139.0,240.80002
box,268.0,242.6
box,168.0,168.80002
box,310.0,186.80002
box,193.0,163.40002
box,370.0,223.70001
box,183.0,338.00003
box,437.0,407.30002
box,147.0,434.30002
box,417.0,477.5
box,239.0,446.0
box,311.0,455.90002
box,204.0,452.30002
#end
